0.022248,0.006004
0.015844,0.048129
0.012954,0.074561
0.011031,0.090616
0.009734,0.098046
0.009516,0.098111
0.005646,0.091298
0.005628,0.077601
0.005638,0.057181
0.005641,0.030101
0.147560,0.005967
0.121289,0.046803
0.103946,0.071197
0.090615,0.084617
0.086040,0.089500
0.086987,0.089761
0.050727,0.085507
0.049816,0.074444
0.051326,0.055828
0.052504,0.029795
0.214883,0.005922
0.179421,0.045246
0.154411,0.067227
0.134525,0.077497
0.136017,0.080812
0.138592,0.081169
0.102156,0.078323
0.075926,0.070478
0.080617,0.054132
0.084385,0.029411
0.252117,0.005866
0.209747,0.043379
0.179034,0.062433
0.163991,0.069364
0.167106,0.072078
0.170658,0.072492
0.142918,0.070433
0.087562,0.065335
0.096385,0.051944
0.103816,0.028918
0.266899,0.005797
0.218637,0.041077
0.183401,0.056467
0.178917,0.060985
0.182567,0.063324
0.186705,0.063774
0.167512,0.062216
0.118284,0.058444
0.100145,0.049012
0.112199,0.028258
0.262575,0.005706
0.209144,0.038128
0.176915,0.048868
0.180295,0.052481
0.184176,0.054559
0.188391,0.055033
0.176323,0.053820
0.141895,0.050774
0.092621,0.044869
0.110296,0.027330
0.240810,0.005582
0.182966,0.034136
0.165531,0.040678
0.168906,0.043901
0.172639,0.045787
0.176753,0.046281
0.170194,0.045317
0.147213,0.042786
0.098866,0.038542
0.098427,0.025930
0.202147,0.005398
0.141184,0.028234
0.141980,0.032349
0.145021,0.035274
0.148301,0.037012
0.151903,0.037519
0.149325,0.036744
0.135342,0.034601
0.108536,0.030998
0.076530,0.023564
0.146486,0.005086
0.103743,0.020201
0.105938,0.023925
0.108321,0.026613
0.110905,0.028235
0.113701,0.028753
0.113575,0.028125
0.106533,0.026284
0.093773,0.023160
0.055107,0.018634
0.073065,0.004375
0.055471,0.011996
0.056716,0.015433
0.058063,0.017929
0.059523,0.019456
0.061103,0.019984
0.061936,0.019474
0.059765,0.017874
0.056098,0.015129
0.046582,0.011167
0.022248,0.006003
0.015836,0.048123
0.012955,0.074561
0.011032,0.090615
0.010008,0.098028
0.009561,0.098111
0.008562,0.091216
0.007690,0.077480
0.006913,0.057069
0.006053,0.030057
0.147568,0.005966
0.121295,0.046802
0.103984,0.071197
0.090623,0.084617
0.090221,0.089213
0.087084,0.089761
0.078978,0.084555
0.068829,0.073000
0.057358,0.055247
0.053417,0.029696
0.214890,0.005922
0.179458,0.045245
0.154449,0.067227
0.141049,0.077016
0.144304,0.080240
0.139884,0.081146
0.127786,0.077221
0.107208,0.068449
0.090819,0.053203
0.085907,0.029251
0.252156,0.005867
0.209784,0.043379
0.179071,0.062434
0.174480,0.068642
0.178890,0.071265
0.173874,0.072412
0.158797,0.069614
0.133833,0.063078
0.112730,0.050564
0.106207,0.028671
0.266938,0.005798
0.218675,0.041077
0.187575,0.056031
0.192013,0.060084
0.197033,0.062329
0.191837,0.063619
0.175031,0.061806
0.150270,0.056894
0.125500,0.047118
0.115913,0.027886
0.262614,0.005707
0.209184,0.038127
0.190377,0.047939
0.195082,0.051463
0.200280,0.053449
0.195223,0.054802
0.178966,0.053672
0.156659,0.049988
0.130660,0.042660
0.116202,0.026763
0.240812,0.005582
0.182974,0.034136
0.179708,0.039702
0.184293,0.042843
0.189294,0.044642
0.184647,0.045988
0.170592,0.045294
0.152358,0.042494
0.128433,0.037095
0.108310,0.025045
0.202148,0.005397
0.151766,0.027409
0.155528,0.031414
0.159630,0.034266
0.164068,0.035928
0.160117,0.037196
0.149406,0.036742
0.136235,0.034550
0.117423,0.030506
0.094099,0.022232
0.146487,0.005085
0.114267,0.019477
0.117239,0.023145
0.120458,0.025775
0.123939,0.027336
0.121007,0.028446
0.114339,0.028080
0.106598,0.026282
0.094833,0.023096
0.075155,0.017653
0.073073,0.004375
0.061816,0.011558
0.063521,0.014963
0.065369,0.017424
0.067361,0.018916
0.065867,0.019771
0.063299,0.019386
0.060594,0.017823
0.056269,0.015119
0.047378,0.011119
0.022249,0.006002
0.015845,0.048129
0.012955,0.074560
0.011035,0.090614
0.010448,0.097941
0.009564,0.098110
0.008564,0.091216
0.007693,0.077480
0.006923,0.057068
0.006234,0.030034
0.147568,0.005966
0.121297,0.046801
0.103987,0.071195
0.094301,0.083796
0.096046,0.088121
0.087082,0.089760
0.078977,0.084555
0.071596,0.072630
0.064825,0.054023
0.058262,0.028774
0.214891,0.005922
0.179461,0.045244
0.154462,0.067223
0.152831,0.074676
0.152831,0.078773
0.139888,0.081146
0.127786,0.077221
0.116438,0.066951
0.103516,0.050891
0.092295,0.028041
0.252156,0.005867
0.209789,0.043377
0.185890,0.060815
0.191693,0.065226
0.188735,0.069655
0.173872,0.072412
0.159613,0.069509
0.144614,0.061142
0.126892,0.048005
0.114173,0.027174
0.266938,0.005797
0.218682,0.041074
0.206796,0.052218
0.213377,0.055848
0.207223,0.060722
0.191841,0.063619
0.176761,0.061539
